station,time,mslp
CQT,7/26/2022 11:47,1012.6
CQT,7/26/2022 12:47,1013.1
CQT,7/26/2022 13:47,1013.4
CQT,7/26/2022 14:47,1013.7
CQT,7/26/2022 15:47,1014.3
CQT,7/26/2022 16:47,1014.4
CQT,7/26/2022 17:17,
CQT,7/26/2022 17:47,1014.3
CQT,7/26/2022 18:47,1014.1
CQT,7/26/2022 19:47,1013.8
CQT,7/26/2022 20:47,1013.3
CQT,7/26/2022 21:47,1012.9
CQT,7/26/2022 22:47,1012.8
CQT,7/26/2022 23:47,1012.6
CQT,7/27/2022 0:47,1012.4
CQT,7/27/2022 1:47,1012.5
CQT,7/27/2022 2:47,1013.1
CQT,7/27/2022 3:47,1013.3
CQT,7/27/2022 4:47,1014.4
CQT,7/27/2022 5:38,
CQT,7/27/2022 5:47,1014.5
CQT,7/27/2022 6:47,1015
CQT,7/27/2022 7:47,1014.9
CQT,7/27/2022 8:47,1014.9
CQT,7/27/2022 9:47,1014.5
CQT,7/27/2022 10:47,1014.2
CQT,7/27/2022 11:38,
CQT,7/27/2022 11:47,1014.1
CQT,7/27/2022 12:47,1014.4
CQT,7/27/2022 13:07,
CQT,7/27/2022 13:47,1015
CQT,7/27/2022 14:47,1015
CQT,7/27/2022 15:47,1015.4
CQT,7/27/2022 16:22,
CQT,7/27/2022 16:47,1015
CQT,7/27/2022 17:47,1014.8
CQT,7/27/2022 18:47,1014.2
CQT,7/27/2022 19:47,1013.6
CQT,7/27/2022 20:47,1013.2
CQT,7/27/2022 21:47,1012.7
CQT,7/27/2022 22:47,1012.5
CQT,7/27/2022 23:47,1012.4
CQT,7/28/2022 0:47,1012.3
CQT,7/28/2022 1:47,1012.4
CQT,7/28/2022 2:47,1013
CQT,7/28/2022 3:47,1013.4
CQT,7/28/2022 4:03,
CQT,7/28/2022 4:47,1013.7
CQT,7/28/2022 5:32,
CQT,7/28/2022 5:47,1013.7
CQT,7/28/2022 6:17,
CQT,7/28/2022 6:47,1013.6
CQT,7/28/2022 7:47,1013.5
CQT,7/28/2022 8:47,1012.9
CQT,7/28/2022 9:47,1012.3
CQT,7/28/2022 10:47,1011.8
CQT,7/28/2022 11:47,1011.9
CQT,7/28/2022 12:47,1012
CQT,7/28/2022 13:47,1012.4
CQT,7/28/2022 14:47,1012.9
CQT,7/28/2022 15:47,1013.1
CQT,7/28/2022 16:47,1012.9
CQT,7/28/2022 17:47,1012.9
CQT,7/28/2022 18:47,1012.4
CQT,7/28/2022 19:47,1011.9
CQT,7/28/2022 20:47,1011.2
CQT,7/28/2022 21:47,1010.8
CQT,7/28/2022 22:47,1010.4
CQT,7/28/2022 23:47,1010.1
CQT,7/29/2022 0:47,1009.9
CQT,7/29/2022 1:47,1010.2
CQT,7/29/2022 2:47,1010.9
CQT,7/29/2022 3:47,1011.3
CQT,7/29/2022 4:47,1012
CQT,7/29/2022 5:47,1012.3
CQT,7/29/2022 6:47,1012.1
CQT,7/29/2022 7:47,1012.1
CQT,7/29/2022 8:47,1012.2
CQT,7/29/2022 9:47,1011.8
CQT,7/29/2022 10:47,1011.5
CQT,7/29/2022 11:47,1011.6
CQT,7/29/2022 12:47,1011.9
CQT,7/29/2022 13:47,1012.2
CQT,7/29/2022 14:47,1012.4
CQT,7/29/2022 15:47,1012.9
CQT,7/29/2022 16:47,1012.6
CQT,7/29/2022 17:47,1012.1
CQT,7/29/2022 18:47,1011.9
CQT,7/29/2022 19:47,1011.4
CQT,7/29/2022 20:47,1011.3
CQT,7/29/2022 21:47,1010.8
CQT,7/29/2022 22:47,1010.5
CQT,7/29/2022 23:47,1010.4
CQT,7/30/2022 0:47,1010.4
CQT,7/30/2022 1:47,1010.8
CQT,7/30/2022 2:47,1011.2
CQT,7/30/2022 3:47,1011.9
CQT,7/30/2022 4:47,1012.6
CQT,7/30/2022 5:47,1012.6
CQT,7/30/2022 6:47,1013.1
CQT,7/30/2022 7:47,1012.7
CQT,7/30/2022 8:47,1012.2
CQT,7/30/2022 9:47,1012.2
CQT,7/30/2022 10:47,1012.4
CQT,7/30/2022 11:47,1012.7
CQT,7/30/2022 12:47,1012.5
CQT,7/30/2022 13:47,1013.3
CQT,7/30/2022 14:47,1013.5
CQT,7/30/2022 15:47,1014.1
CQT,7/30/2022 16:47,1014.2
CQT,7/30/2022 17:47,1014.2
CQT,7/30/2022 18:47,1013.6
CQT,7/30/2022 19:47,1013
CQT,7/30/2022 20:47,1012.6
CQT,7/30/2022 21:47,1012.2
CQT,7/30/2022 22:47,1011.8
CQT,7/30/2022 23:47,1011.8
