Date,Mu2Ch12,Mu2Ch13,Mu2Ch23,Icorr213,Icorr212,Icorr223
2022-07-10 13:00:00+00:00,19421,10075,20273,10096,19457,20314
2022-07-10 14:00:00+00:00,19585,10275,20284,10297,19622,20326
2022-07-10 15:00:00+00:00,19417,9932,20092,9956,19458,20138
2022-07-10 16:00:00+00:00,19606,9989,20268,10013,19648,20316
2022-07-10 17:00:00+00:00,19621,10239,20441,10262,19659,20485
2022-07-10 18:00:00+00:00,19585,10070,20131,10089,19617,20167
2022-07-10 19:00:00+00:00,19571,10161,20299,10179,19602,20334
2022-07-10 20:00:00+00:00,19685,10191,20319,10208,19714,20352
2022-07-10 21:00:00+00:00,19307,10055,20302,10070,19333,20332
2022-07-10 22:00:00+00:00,19930,10302,20474,10315,19952,20499
2022-07-10 23:00:00+00:00,19579,10094,20327,10101,19591,20340
2022-07-11 00:00:00+00:00,19506,10016,20241,10020,19514,20250
2022-07-11 01:00:00+00:00,19556,10138,20405,10139,19558,20407
2022-07-11 02:00:00+00:00,19266,10041,20177,10040,19265,20175
2022-07-11 03:00:00+00:00,19331,9922,20341,9921,19330,20339
2022-07-11 04:00:00+00:00,19481,9966,20180,9968,19485,20184
2022-07-11 05:00:00+00:00,19476,9937,20174,9943,19487,20186
2022-07-11 06:00:00+00:00,19413,9971,20191,9977,19424,20203
2022-07-11 07:00:00+00:00,19563,10070,20290,10075,19573,20301
2022-07-11 08:00:00+00:00,19403,9905,20185,9910,19412,20195
2022-07-11 09:00:00+00:00,19558,10105,20301,10108,19564,20307
2022-07-11 10:00:00+00:00,19380,10044,20294,10047,19385,20299
2022-07-11 11:00:00+00:00,19314,9966,20181,9968,19318,20185
2022-07-11 12:00:00+00:00,19528,10076,20381,10079,19533,20386
2022-07-11 13:00:00+00:00,19527,10052,20234,10054,19531,20238
2022-07-11 14:00:00+00:00,19437,10153,20529,10156,19442,20534
2022-07-11 15:00:00+00:00,19533,10095,20371,10099,19540,20379
2022-07-11 16:00:00+00:00,19482,10162,20426,10166,19490,20435
2022-07-11 17:00:00+00:00,19545,10079,20500,10083,19552,20508
2022-07-11 18:00:00+00:00,19555,10233,20523,10235,19559,20527
2022-07-11 19:00:00+00:00,19676,10246,20504,10247,19678,20506
2022-07-11 20:00:00+00:00,19610,10121,20566,10121,19611,20567
2022-07-11 21:00:00+00:00,19829,10172,20383,10170,19825,20379
2022-07-11 22:00:00+00:00,19572,10146,20477,10141,19564,20468
2022-07-11 23:00:00+00:00,19820,10177,20583,10171,19810,20572
2022-07-12 00:00:00+00:00,19539,10038,20415,10030,19525,20400
2022-07-12 01:00:00+00:00,19515,10022,20104,10011,19497,20084
2022-07-12 02:00:00+00:00,19441,9958,20202,9949,19425,20184
2022-07-12 03:00:00+00:00,19252,9925,20094,9917,19240,20080
2022-07-12 04:00:00+00:00,19375,10062,20210,10057,19368,20202
2022-07-12 05:00:00+00:00,19234,9845,20022,9845,19234,20022
2022-07-12 06:00:00+00:00,19330,10053,19982,10055,19334,19986
2022-07-12 07:00:00+00:00,19190,9786,20015,9788,19195,20020
2022-07-12 08:00:00+00:00,19214,9984,20079,9986,19218,20083
2022-07-12 09:00:00+00:00,19307,9935,19955,9936,19310,19958
2022-07-12 10:00:00+00:00,19254,9905,19987,9906,19256,19989
2022-07-12 11:00:00+00:00,19432,10078,20335,10077,19431,20333
2022-07-12 12:00:00+00:00,19368,10051,20203,10049,19365,20199
2022-07-12 13:00:00+00:00,19523,9980,20076,9978,19520,20072
2022-07-12 14:00:00+00:00,19526,10170,20480,10170,19527,20481
2022-07-12 15:00:00+00:00,19460,9919,20261,9919,19460,20261
2022-07-12 16:00:00+00:00,19335,10015,20371,10017,19339,20375
2022-07-12 17:00:00+00:00,19568,10126,20139,10130,19575,20147
2022-07-12 18:00:00+00:00,19624,10138,20367,10141,19630,20373
2022-07-12 19:00:00+00:00,19479,10086,20363,10088,19483,20367
2022-07-12 20:00:00+00:00,19749,10185,20478,10186,19751,20480
2022-07-12 21:00:00+00:00,19642,10008,20096,10006,19638,20092
2022-07-12 22:00:00+00:00,19611,10147,20429,10144,19606,20424
2022-07-12 23:00:00+00:00,19213,9864,20061,9858,19203,20049
2022-07-13 00:00:00+00:00,19089,9928,20126,9918,19073,20107
2022-07-13 01:00:00+00:00,19083,9863,19794,9851,19064,19772
2022-07-13 02:00:00+00:00,19256,9918,20041,9907,19238,20020
2022-07-13 03:00:00+00:00,19510,9992,20175,9984,19496,20160
2022-07-13 04:00:00+00:00,19241,9853,19968,9848,19234,19960
2022-07-13 05:00:00+00:00,18962,9741,19969,9742,18964,19972
2022-07-13 06:00:00+00:00,19354,9991,19992,9994,19360,19998
2022-07-13 07:00:00+00:00,19416,9950,20044,9955,19425,20054
2022-07-13 08:00:00+00:00,19381,9918,20018,9923,19391,20029
2022-07-13 09:00:00+00:00,19416,9905,20016,9909,19424,20025
2022-07-13 10:00:00+00:00,19436,10061,20133,10061,19437,20134
2022-07-13 11:00:00+00:00,19501,10233,20283,10233,19501,20283
2022-07-13 12:00:00+00:00,19214,10013,20257,10013,19215,20258
2022-07-13 13:00:00+00:00,19601,10000,19918,10002,19606,19923
2022-07-13 14:00:00+00:00,19554,10147,20084,10152,19563,20094
2022-07-13 15:00:00+00:00,19551,10016,20231,10022,19562,20243
2022-07-13 16:00:00+00:00,19519,10038,20044,10046,19534,20061
2022-07-13 17:00:00+00:00,19518,9979,20073,9984,19528,20084
2022-07-13 18:00:00+00:00,19543,10163,20361,10169,19554,20373
2022-07-13 19:00:00+00:00,19197,9776,19956,9781,19206,19967
2022-07-13 20:00:00+00:00,19210,9898,19938,9902,19217,19945
2022-07-13 21:00:00+00:00,19639,10137,20269,10137,19640,20270
2022-07-13 22:00:00+00:00,19391,10052,20016,10051,19390,20014
2022-07-13 23:00:00+00:00,19287,10012,20095,10008,19281,20088
2022-07-14 00:00:00+00:00,19048,9743,19899,9737,19038,19887
2022-07-14 01:00:00+00:00,19424,10146,20284,10136,19407,20265
2022-07-14 02:00:00+00:00,19462,10007,20070,9998,19446,20052
2022-07-14 03:00:00+00:00,19347,9945,19984,9938,19336,19971
2022-07-14 04:00:00+00:00,19226,10072,20135,10067,19219,20127
2022-07-14 05:00:00+00:00,19117,9828,19837,9829,19119,19839
2022-07-14 06:00:00+00:00,19447,10069,20099,10072,19452,20104
2022-07-14 07:00:00+00:00,19474,9979,19923,9982,19480,19929
2022-07-14 08:00:00+00:00,19128,9825,19811,9827,19132,19815
2022-07-14 09:00:00+00:00,19321,10084,20380,10085,19323,20382
2022-07-14 10:00:00+00:00,19351,10035,20007,10036,19354,20010
2022-07-14 11:00:00+00:00,19442,10029,19963,10032,19448,19969
2022-07-14 12:00:00+00:00,19214,9937,20057,9939,19218,20061
2022-07-14 13:00:00+00:00,19513,10033,20160,10035,19517,20164
2022-07-14 14:00:00+00:00,19570,10041,20060,10044,19576,20066
2022-07-14 15:00:00+00:00,19285,9899,20004,9902,19291,20010
2022-07-14 16:00:00+00:00,18972,9889,20087,9893,18978,20095
2022-07-14 17:00:00+00:00,19304,9908,19915,9911,19310,19921
2022-07-14 18:00:00+00:00,19236,9960,20144,9962,19240,20148
2022-07-14 19:00:00+00:00,18673,9578,19706,9578,18674,19707
2022-07-14 20:00:00+00:00,18918,9792,19939,9792,18918,19939
2022-07-14 21:00:00+00:00,19426,10101,20178,10100,19425,20176
2022-07-14 22:00:00+00:00,19137,9936,20101,9933,19132,20095
2022-07-14 23:00:00+00:00,19150,9860,20062,9855,19143,20054
2022-07-15 00:00:00+00:00,19008,9850,19925,9843,18997,19912
2022-07-15 01:00:00+00:00,19034,9754,19650,9747,19022,19636
2022-07-15 02:00:00+00:00,19362,9895,19923,9889,19353,19912
2022-07-15 03:00:00+00:00,19058,9879,19982,9876,19054,19977
2022-07-15 04:00:00+00:00,19248,9896,19863,9896,19249,19864
2022-07-15 05:00:00+00:00,19036,9816,20018,9820,19042,20026
2022-07-15 06:00:00+00:00,19068,9844,19768,9849,19076,19778
2022-07-15 07:00:00+00:00,19028,9896,19968,9901,19036,19978
2022-07-15 08:00:00+00:00,18974,9828,19892,9831,18979,19898
2022-07-15 09:00:00+00:00,19185,10037,20037,10039,19190,20042
2022-07-15 10:00:00+00:00,19174,9860,19920,9860,19175,19921
2022-07-15 11:00:00+00:00,19286,10087,20155,10086,19285,20153
2022-07-15 12:00:00+00:00,19511,9988,20202,9988,19512,20203
2022-07-15 13:00:00+00:00,19351,10124,20214,10125,19353,20216
2022-07-15 14:00:00+00:00,19206,9899,19823,9903,19214,19832
2022-07-15 15:00:00+00:00,19174,9974,19885,9981,19185,19898
2022-07-15 16:00:00+00:00,19116,9760,19888,9767,19128,19902
2022-07-15 17:00:00+00:00,19022,9877,19971,9882,19030,19981
2022-07-15 18:00:00+00:00,19317,10012,20079,10016,19325,20088
2022-07-15 19:00:00+00:00,19047,9896,19924,9901,19055,19934
2022-07-15 20:00:00+00:00,19352,9913,20012,9915,19357,20017
2022-07-15 21:00:00+00:00,19194,9802,19841,9802,19195,19842
2022-07-15 22:00:00+00:00,18915,9694,19760,9691,18911,19755
2022-07-15 23:00:00+00:00,19030,9772,19800,9766,19021,19789
2022-07-16 00:00:00+00:00,19374,9981,20068,9974,19363,20055
2022-07-16 01:00:00+00:00,19334,10065,19966,10057,19321,19951
2022-07-16 02:00:00+00:00,19071,9947,19900,9939,19058,19885
2022-07-16 03:00:00+00:00,19110,9920,20028,9915,19102,20018
2022-07-16 04:00:00+00:00,19102,9823,19915,9822,19101,19913
2022-07-16 05:00:00+00:00,19010,9755,19798,9757,19013,19802
2022-07-16 06:00:00+00:00,18952,9785,20040,9789,18958,20048
2022-07-16 07:00:00+00:00,18944,9608,19502,9611,18949,19508
2022-07-16 08:00:00+00:00,19143,9896,19940,9896,19144,19941
2022-07-16 09:00:00+00:00,19225,9874,19982,9871,19221,19977
2022-07-16 10:00:00+00:00,19348,10057,20082,10051,19339,20071
2022-07-16 11:00:00+00:00,19205,9775,19965,9768,19193,19951
2022-07-16 12:00:00+00:00,19280,9823,19797,9815,19267,19782
2022-07-16 13:00:00+00:00,19477,10029,19913,10025,19470,19906
2022-07-16 14:00:00+00:00,19006,9686,19938,9683,19001,19932
2022-07-16 15:00:00+00:00,19174,9851,19856,9848,19170,19851
2022-07-16 16:00:00+00:00,19287,9888,20070,9884,19281,20063
2022-07-16 17:00:00+00:00,19337,9876,19941,9873,19333,19936
2022-07-16 18:00:00+00:00,19112,9988,20209,9983,19105,20201
2022-07-16 19:00:00+00:00,18995,9733,19858,9728,18987,19849
2022-07-16 20:00:00+00:00,19102,9951,19920,9944,19091,19907
2022-07-16 21:00:00+00:00,19315,10035,20055,10028,19304,20042
2022-07-16 22:00:00+00:00,19336,9889,19863,9879,19320,19845
2022-07-16 23:00:00+00:00,19313,9869,19964,9856,19291,19939
2022-07-17 00:00:00+00:00,19300,10022,20076,10005,19272,20044
2022-07-17 01:00:00+00:00,19090,9886,20135,9866,19057,20097
2022-07-17 02:00:00+00:00,19301,10073,20291,10055,19272,20257
2022-07-17 03:00:00+00:00,19478,10046,20444,10031,19452,20415
2022-07-17 04:00:00+00:00,19323,10096,20330,10085,19306,20310
2022-07-17 05:00:00+00:00,19193,9901,19705,9893,19180,19690
2022-07-17 06:00:00+00:00,19336,9939,20297,9930,19322,20280
2022-07-17 07:00:00+00:00,19246,9909,20035,9896,19224,20010
2022-07-17 08:00:00+00:00,19424,10010,20204,9993,19395,20172
2022-07-17 09:00:00+00:00,19447,10095,20249,10075,19413,20211
2022-07-17 10:00:00+00:00,19322,9929,19986,9910,19290,19949
2022-07-17 11:00:00+00:00,19293,9983,20259,9961,19256,20216
2022-07-17 12:00:00+00:00,19520,10098,20208,10077,19485,20169
2022-07-17 13:00:00+00:00,19290,9878,20207,9861,19262,20175
2022-07-17 14:00:00+00:00,19341,9890,20009,9875,19317,19981
2022-07-17 15:00:00+00:00,19288,9978,20032,9963,19263,20003
2022-07-17 16:00:00+00:00,19272,10015,20239,10004,19254,20218
2022-07-17 17:00:00+00:00,19299,9904,20062,9895,19284,20045
2022-07-17 18:00:00+00:00,19345,10068,20286,10054,19323,20260
2022-07-17 19:00:00+00:00,19102,9804,19877,9785,19070,19841
2022-07-17 20:00:00+00:00,19377,10103,20509,10083,19344,20471
2022-07-17 21:00:00+00:00,19315,10020,20179,10006,19292,20152
2022-07-17 22:00:00+00:00,19328,10050,20233,10031,19296,20196
2022-07-17 23:00:00+00:00,19141,9867,20202,9847,19108,20164
2022-07-18 00:00:00+00:00,19438,10034,20303,10016,19408,20269
2022-07-18 01:00:00+00:00,19221,9951,20248,9934,19193,20215
2022-07-18 02:00:00+00:00,19383,10138,20304,10121,19354,20271
2022-07-18 03:00:00+00:00,19503,10068,20464,10053,19478,20436
2022-07-18 04:00:00+00:00,19420,9946,20256,9937,19405,20239
2022-07-18 05:00:00+00:00,19417,10117,20379,10110,19405,20366
2022-07-18 06:00:00+00:00,19462,9976,20174,9968,19448,20159
2022-07-18 07:00:00+00:00,19230,10002,20185,9993,19215,20167
2022-07-18 08:00:00+00:00,19347,9925,20166,9915,19330,20146
2022-07-18 09:00:00+00:00,19478,9901,20205,9892,19463,20189
2022-07-18 10:00:00+00:00,19373,9891,20111,9884,19362,20098
2022-07-18 11:00:00+00:00,19235,9940,20285,9934,19226,20274
2022-07-18 12:00:00+00:00,19213,10023,20133,10019,19207,20126
2022-07-18 13:00:00+00:00,19382,10053,20191,10052,19381,20189
2022-07-18 14:00:00+00:00,19294,9955,20046,9958,19300,20052
2022-07-18 15:00:00+00:00,19292,9781,19976,9788,19305,19990
2022-07-18 16:00:00+00:00,19494,10009,20032,10017,19509,20049
2022-07-18 17:00:00+00:00,18917,9899,19840,9907,18930,19855
2022-07-18 18:00:00+00:00,19180,10001,20116,10010,19195,20134
2022-07-18 19:00:00+00:00,19324,9970,20188,9978,19338,20204
2022-07-18 20:00:00+00:00,19171,10011,20224,10020,19186,20242
2022-07-18 21:00:00+00:00,19044,9879,20007,9885,19054,20019
2022-07-18 22:00:00+00:00,19238,10003,20248,10008,19247,20258
2022-07-18 23:00:00+00:00,19435,10088,20135,10090,19439,20139
2022-07-19 00:00:00+00:00,19251,9952,20115,9953,19253,20117
2022-07-19 01:00:00+00:00,19361,9972,20124,9972,19362,20125
2022-07-19 02:00:00+00:00,19263,9990,20109,9992,19267,20113
2022-07-19 03:00:00+00:00,19139,9909,20102,9913,19145,20110
2022-07-19 04:00:00+00:00,19388,10011,19945,10018,19400,19958
2022-07-19 05:00:00+00:00,19116,9778,19978,9788,19133,19998
2022-07-19 06:00:00+00:00,19087,9849,20147,9863,19110,20174
2022-07-19 07:00:00+00:00,19170,9827,19733,9840,19192,19758
2022-07-19 08:00:00+00:00,19057,9887,19981,9901,19080,20008
2022-07-19 09:00:00+00:00,19467,9854,19849,9865,19486,19870
2022-07-19 10:00:00+00:00,19134,9935,20018,9943,19148,20035
2022-07-19 11:00:00+00:00,19354,10111,20236,10118,19367,20250
2022-07-19 12:00:00+00:00,19445,9927,20033,9932,19455,20044
2022-07-19 13:00:00+00:00,19367,9957,19987,9964,19379,20000
2022-07-19 14:00:00+00:00,18966,9874,20132,9884,18983,20152
2022-07-19 15:00:00+00:00,19128,9893,19980,9905,19148,20003
2022-07-19 16:00:00+00:00,19222,9972,20180,9985,19243,20205
2022-07-19 17:00:00+00:00,19143,9952,19917,9963,19162,19939
2022-07-19 18:00:00+00:00,19020,9831,19825,9844,19042,19850
2022-07-19 19:00:00+00:00,19214,9981,20030,9996,19240,20060
2022-07-19 20:00:00+00:00,19416,10164,20124,10179,19441,20152
2022-07-19 21:00:00+00:00,19065,9837,19873,9846,19081,19892
2022-07-19 22:00:00+00:00,19165,9872,19803,9880,19178,19818
2022-07-19 23:00:00+00:00,19212,9918,20022,9924,19222,20034
2022-07-20 00:00:00+00:00,18945,9961,20034,9963,18949,20039
2022-07-20 01:00:00+00:00,19198,9976,19888,9977,19200,19890
2022-07-20 02:00:00+00:00,19151,9734,19912,9735,19154,19915
2022-07-20 03:00:00+00:00,19234,9902,19752,9904,19239,19757
2022-07-20 04:00:00+00:00,19134,9899,19838,9903,19140,19845
2022-07-20 05:00:00+00:00,19022,9747,19671,9753,19033,19684
2022-07-20 06:00:00+00:00,19100,9820,19946,9828,19114,19963
2022-07-20 07:00:00+00:00,19320,9948,20071,9958,19338,20091
2022-07-20 08:00:00+00:00,18988,9782,19859,9793,19006,19880
2022-07-20 09:00:00+00:00,19111,9723,19630,9735,19132,19654
2022-07-20 10:00:00+00:00,18919,9900,19928,9913,18941,19954
2022-07-20 11:00:00+00:00,19093,9885,20173,9896,19112,20195
2022-07-20 12:00:00+00:00,18860,9598,19901,9612,18884,19929
2022-07-20 13:00:00+00:00,19192,9896,19903,9913,19221,19936
2022-07-20 14:00:00+00:00,19034,9815,19865,9835,19069,19905
2022-07-20 15:00:00+00:00,19128,9870,19644,9892,19165,19686
2022-07-20 16:00:00+00:00,19257,9992,19825,10017,19299,19873
2022-07-20 17:00:00+00:00,18869,9801,20045,9827,18913,20096
2022-07-20 18:00:00+00:00,19017,9909,20045,9937,19064,20099
2022-07-20 19:00:00+00:00,18879,9809,19793,9836,18926,19846
2022-07-20 20:00:00+00:00,19047,9853,19771,9878,19089,19819
2022-07-20 21:00:00+00:00,18913,9915,19899,9933,18944,19935
2022-07-20 22:00:00+00:00,18811,9652,19729,9668,18838,19760
2022-07-20 23:00:00+00:00,18968,9758,19876,9771,18990,19901
2022-07-21 00:00:00+00:00,18909,9648,19729,9658,18927,19750
2022-07-21 01:00:00+00:00,19026,9941,19974,9951,19043,19994
2022-07-21 02:00:00+00:00,19115,9902,19958,9912,19132,19978
2022-07-21 03:00:00+00:00,19145,10049,20172,10059,19162,20192
2022-07-21 04:00:00+00:00,19239,9898,20054,9909,19257,20075
2022-07-21 05:00:00+00:00,19184,9794,19773,9806,19205,19797
2022-07-21 06:00:00+00:00,18985,9848,19850,9862,19008,19877
2022-07-21 07:00:00+00:00,19249,9929,19965,9941,19269,19988
2022-07-21 08:00:00+00:00,19080,9869,19658,9880,19098,19679
2022-07-21 09:00:00+00:00,19246,9910,20037,9920,19262,20056
2022-07-21 10:00:00+00:00,19154,9835,20071,9842,19165,20084
2022-07-21 11:00:00+00:00,19074,9799,19969,9807,19088,19986
2022-07-21 12:00:00+00:00,19174,9852,20063,9861,19190,20082
2022-07-21 13:00:00+00:00,19081,9907,19978,9916,19096,19996
2022-07-21 14:00:00+00:00,19194,9889,19830,9896,19205,19843
2022-07-21 15:00:00+00:00,19076,9803,19799,9812,19091,19817
2022-07-21 16:00:00+00:00,19064,9783,19949,9792,19080,19968
2022-07-21 17:00:00+00:00,19455,10000,19959,10010,19472,19978
2022-07-21 18:00:00+00:00,19192,9850,19916,9858,19205,19931
2022-07-21 19:00:00+00:00,19067,9956,20131,9960,19074,20140
2022-07-21 20:00:00+00:00,19254,9828,19845,9829,19257,19848
2022-07-21 21:00:00+00:00,19181,9897,20100,9896,19180,20098
2022-07-21 22:00:00+00:00,19168,9862,19931,9859,19164,19926
2022-07-21 23:00:00+00:00,19279,10070,20237,10065,19271,20227
2022-07-22 00:00:00+00:00,19187,9942,19956,9936,19178,19945
2022-07-22 01:00:00+00:00,19347,9906,20299,9898,19334,20284
2022-07-22 02:00:00+00:00,19047,9855,19781,9847,19034,19766
2022-07-22 03:00:00+00:00,19165,9830,20037,9824,19155,20025
2022-07-22 04:00:00+00:00,19404,10002,20033,9997,19396,20023
2022-07-22 05:00:00+00:00,19284,10064,19984,10062,19281,19980
2022-07-22 06:00:00+00:00,19007,9753,19653,9751,19004,19649
2022-07-22 07:00:00+00:00,19418,10086,20039,10083,19413,20033
2022-07-22 08:00:00+00:00,19282,9908,20090,9903,19275,20082
2022-07-22 09:00:00+00:00,19366,9983,19987,9975,19353,19972
2022-07-22 10:00:00+00:00,19300,9977,20150,9966,19283,20130
2022-07-22 11:00:00+00:00,19090,9835,19821,9826,19075,19804
2022-07-22 12:00:00+00:00,19453,9932,19960,9920,19433,19938
2022-07-22 13:00:00+00:00,19408,9938,20178,9928,19390,20158
2022-07-22 14:00:00+00:00,19481,10108,20348,10101,19469,20335
2022-07-22 15:00:00+00:00,19357,10041,20235,10038,19353,20230
2022-07-22 16:00:00+00:00,19236,9870,20078,9869,19235,20076
2022-07-22 17:00:00+00:00,19328,10039,20271,10036,19323,20265
2022-07-22 18:00:00+00:00,19476,10027,20335,10021,19466,20324
2022-07-22 19:00:00+00:00,19316,9947,20224,9938,19302,20208
2022-07-22 20:00:00+00:00,19259,9927,20200,9914,19238,20176
2022-07-22 21:00:00+00:00,19503,10098,20173,10083,19477,20144
2022-07-22 22:00:00+00:00,19661,10157,20228,10139,19631,20194
2022-07-22 23:00:00+00:00,19503,10028,20158,10007,19467,20118
2022-07-23 00:00:00+00:00,19450,10168,20487,10145,19411,20442
2022-07-23 01:00:00+00:00,19347,9874,20057,9849,19305,20009
2022-07-23 02:00:00+00:00,19261,9996,20129,9971,19219,20081
2022-07-23 03:00:00+00:00,19185,9916,19973,9894,19148,19931
2022-07-23 04:00:00+00:00,19178,10000,19950,9982,19148,19916
2022-07-23 05:00:00+00:00,19298,10039,20158,10024,19274,20130
2022-07-23 06:00:00+00:00,19095,9855,20024,9842,19074,20000
2022-07-23 07:00:00+00:00,19129,9929,19951,9915,19106,19925
2022-07-23 08:00:00+00:00,19228,9881,20022,9867,19205,19995
2022-07-23 09:00:00+00:00,18987,9840,19801,9826,18964,19775
2022-07-23 10:00:00+00:00,19272,9948,19993,9935,19250,19968
2022-07-23 11:00:00+00:00,19152,9916,19745,9903,19130,19720
2022-07-23 12:00:00+00:00,19169,9879,19923,9865,19145,19895
2022-07-23 13:00:00+00:00,19186,9917,20029,9902,19162,20001
2022-07-23 14:00:00+00:00,19228,9999,20033,9988,19210,20012
2022-07-23 15:00:00+00:00,19090,9876,19861,9867,19075,19844
2022-07-23 16:00:00+00:00,18887,9664,19450,9656,18874,19435
2022-07-23 17:00:00+00:00,18862,9678,19670,9670,18849,19655
2022-07-23 18:00:00+00:00,18868,9855,19819,9849,18858,19807
2022-07-23 19:00:00+00:00,19020,9776,19718,9766,19004,19700
2022-07-23 20:00:00+00:00,19062,9917,19974,9904,19041,19950
2022-07-23 21:00:00+00:00,18950,9727,19725,9712,18925,19697
2022-07-23 22:00:00+00:00,18940,9767,19923,9749,18909,19888
2022-07-23 23:00:00+00:00,19176,9882,19949,9863,19145,19914
2022-07-24 00:00:00+00:00,19108,9761,19665,9743,19077,19630
2022-07-24 01:00:00+00:00,19179,9849,19863,9830,19147,19827
2022-07-24 02:00:00+00:00,19044,9784,19864,9765,19012,19828
2022-07-24 03:00:00+00:00,19091,9829,19906,9813,19064,19875
2022-07-24 04:00:00+00:00,18742,9765,19735,9752,18721,19711
2022-07-24 05:00:00+00:00,18964,9626,19614,9618,18951,19599
2022-07-24 06:00:00+00:00,18970,9710,19615,9704,18960,19603
2022-07-24 07:00:00+00:00,18937,9745,19803,9738,18926,19790
2022-07-24 08:00:00+00:00,18927,9716,19682,9709,18915,19668
2022-07-24 09:00:00+00:00,18791,9605,19523,9596,18776,19506
2022-07-24 10:00:00+00:00,19137,9896,19957,9886,19121,19938
2022-07-24 11:00:00+00:00,19051,9942,20183,9931,19033,20162
2022-07-24 12:00:00+00:00,19124,9840,19765,9829,19106,19744
2022-07-24 13:00:00+00:00,19489,10053,20216,10044,19474,20200
2022-07-24 14:00:00+00:00,19250,10045,20034,10039,19241,20023
2022-07-24 15:00:00+00:00,19077,9910,19835,9907,19072,19829
2022-07-24 16:00:00+00:00,19197,9922,19914,9920,19195,19911
2022-07-24 17:00:00+00:00,19153,9886,19890,9883,19148,19884
2022-07-24 18:00:00+00:00,19284,9967,19892,9962,19277,19884
2022-07-24 19:00:00+00:00,19234,9980,19930,9974,19225,19919
2022-07-24 20:00:00+00:00,18986,9846,19846,9836,18969,19826
2022-07-24 21:00:00+00:00,19134,9963,19758,9952,19116,19737
2022-07-24 22:00:00+00:00,19095,9886,19929,9875,19077,19908
2022-07-24 23:00:00+00:00,19220,9795,19712,9782,19198,19687
2022-07-25 00:00:00+00:00,19094,9756,19674,9743,19072,19649
2022-07-25 01:00:00+00:00,19051,9741,19844,9727,19027,19817
2022-07-25 02:00:00+00:00,19233,10021,19987,10007,19211,19962
2022-07-25 03:00:00+00:00,19114,9836,19523,9827,19100,19507
2022-07-25 04:00:00+00:00,19075,9796,19904,9793,19071,19899
2022-07-25 05:00:00+00:00,19097,9930,19900,9932,19101,19905
2022-07-25 06:00:00+00:00,19052,9759,19914,9760,19054,19916
2022-07-25 07:00:00+00:00,18961,9801,19978,9801,18962,19979
2022-07-25 08:00:00+00:00,19332,9965,20221,9964,19331,20219
2022-07-25 09:00:00+00:00,19127,9699,19844,9696,19122,19838
2022-07-25 10:00:00+00:00,19250,9969,19965,9965,19244,19958
2022-07-25 11:00:00+00:00,19143,10006,19971,10001,19135,19961
2022-07-25 12:00:00+00:00,19135,9752,19714,9746,19125,19702
2022-07-25 13:00:00+00:00,19370,10090,20270,10086,19364,20263
2022-07-25 14:00:00+00:00,19298,9932,20163,9932,19299,20164
2022-07-25 15:00:00+00:00,18977,9651,19848,9651,18977,19848
2022-07-25 16:00:00+00:00,19265,9919,19950,9919,19266,19951
2022-07-25 17:00:00+00:00,19158,9867,19942,9867,19159,19943
2022-07-25 18:00:00+00:00,19076,9813,19941,9814,19078,19943
2022-07-25 19:00:00+00:00,19150,9900,19902,9898,19147,19898
2022-07-25 20:00:00+00:00,19180,9955,20050,9950,19173,20042
2022-07-25 21:00:00+00:00,19277,9925,19925,9918,19266,19912
2022-07-25 22:00:00+00:00,19335,10014,20218,10005,19321,20202
2022-07-25 23:00:00+00:00,19203,9943,19922,9931,19184,19900
2022-07-26 00:00:00+00:00,19402,9992,20063,9978,19378,20036
2022-07-26 01:00:00+00:00,19075,9959,19792,9946,19053,19767
2022-07-26 02:00:00+00:00,19068,9801,19981,9790,19049,19959
2022-07-26 03:00:00+00:00,19159,9805,19711,9797,19146,19696
2022-07-26 04:00:00+00:00,19051,9865,19815,9859,19042,19804
2022-07-26 05:00:00+00:00,19360,9968,20043,9968,19360,20043
2022-07-26 06:00:00+00:00,19076,9768,19861,9769,19078,19863
2022-07-26 07:00:00+00:00,19104,9865,19857,9866,19106,19859
2022-07-26 08:00:00+00:00,18994,9945,20024,9947,18997,20028
2022-07-26 09:00:00+00:00,19009,9914,19842,9914,19010,19843
2022-07-26 10:00:00+00:00,19117,9726,19930,9726,19117,19930
2022-07-26 11:00:00+00:00,19325,9934,20199,9932,19323,20196
2022-07-26 12:00:00+00:00,18972,9855,20027,9852,18968,20022
2022-07-26 13:00:00+00:00,19319,9902,20153,9902,19320,20154
2022-07-26 14:00:00+00:00,19248,9756,19826,9758,19252,19830
2022-07-26 15:00:00+00:00,19452,10011,20046,10015,19459,20054
2022-07-26 16:00:00+00:00,18973,9818,19919,9825,18985,19933
2022-07-26 17:00:00+00:00,19280,9997,19919,10005,19294,19934
2022-07-26 18:00:00+00:00,18772,9610,19597,9617,18784,19611
2022-07-26 19:00:00+00:00,19405,9982,19961,9988,19416,19973
2022-07-26 20:00:00+00:00,18922,9805,20024,9809,18929,20033
2022-07-26 21:00:00+00:00,19253,9928,19950,9929,19256,19953
2022-07-26 22:00:00+00:00,19279,9870,19993,9869,19278,19991
2022-07-26 23:00:00+00:00,19152,10147,20249,10145,19150,20246
2022-07-27 00:00:00+00:00,18978,9658,19629,9655,18974,19624
2022-07-27 01:00:00+00:00,19196,9977,20061,9973,19190,20054
2022-07-27 02:00:00+00:00,18933,9861,19959,9858,18928,19953
