Date,Mu2Ch12,Mu2Ch13,Mu2Ch23,Icorr213,Icorr212,Icorr223
2022-07-27 03:00:00+00:00,19055,9787,19760,9787,19056,19761
2022-07-27 04:00:00+00:00,18961,9804,19641,9805,18963,19644
2022-07-27 05:00:00+00:00,19114,9752,19710,9760,19127,19725
2022-07-27 06:00:00+00:00,18799,9548,19427,9556,18813,19443
2022-07-27 07:00:00+00:00,19174,9842,19909,9853,19193,19931
2022-07-27 08:00:00+00:00,18795,9720,19612,9730,18813,19633
2022-07-27 09:00:00+00:00,18870,9699,19615,9709,18888,19636
2022-07-27 10:00:00+00:00,19038,9870,19945,9878,19052,19962
2022-07-27 11:00:00+00:00,19242,9939,19884,9946,19254,19897
2022-07-27 12:00:00+00:00,19047,9717,19597,9723,19057,19609
2022-07-27 13:00:00+00:00,18966,9800,19778,9808,18979,19793
2022-07-27 14:00:00+00:00,19037,9661,19720,9672,19056,19742
2022-07-27 15:00:00+00:00,19228,9834,19828,9845,19247,19850
2022-07-27 16:00:00+00:00,18929,9820,19866,9833,18952,19893
2022-07-27 17:00:00+00:00,19138,9900,19835,9911,19157,19857
2022-07-27 18:00:00+00:00,19008,9840,19902,9850,19025,19922
2022-07-27 19:00:00+00:00,19245,9764,19901,9770,19257,19914
2022-07-27 20:00:00+00:00,19029,9945,20092,9948,19034,20098
2022-07-27 21:00:00+00:00,19086,9751,19910,9752,19088,19912
2022-07-27 22:00:00+00:00,19325,10049,20145,10047,19322,20141
2022-07-27 23:00:00+00:00,18960,9755,19845,9752,18955,19839
2022-07-28 00:00:00+00:00,19259,10001,19826,9997,19253,19819
2022-07-28 01:00:00+00:00,19045,9878,19806,9873,19038,19798
2022-07-28 02:00:00+00:00,18871,9691,19701,9687,18865,19694
2022-07-28 03:00:00+00:00,18907,9682,19533,9682,18907,19533
2022-07-28 04:00:00+00:00,19135,9858,19653,9860,19139,19657
2022-07-28 05:00:00+00:00,18951,9862,19734,9866,18957,19741
2022-07-28 06:00:00+00:00,18961,9679,19804,9683,18967,19811
2022-07-28 07:00:00+00:00,19011,9763,19646,9766,19016,19652
2022-07-28 08:00:00+00:00,19123,9920,19912,9922,19128,19917
2022-07-28 09:00:00+00:00,19244,9952,20103,9951,19243,20101
2022-07-28 10:00:00+00:00,19356,9946,19908,9941,19349,19900
2022-07-28 11:00:00+00:00,19271,9856,19930,9849,19259,19916
2022-07-28 12:00:00+00:00,19198,9930,19982,9923,19187,19969
2022-07-28 13:00:00+00:00,19013,9925,20002,9919,19003,19990
2022-07-28 14:00:00+00:00,19251,10000,20278,9996,19245,20271
2022-07-28 15:00:00+00:00,19207,9799,19893,9798,19206,19891
2022-07-28 16:00:00+00:00,19102,9942,20003,9942,19103,20004
2022-07-28 17:00:00+00:00,19271,9946,19880,9945,19270,19878
2022-07-28 18:00:00+00:00,19039,9765,19736,9764,19038,19734
2022-07-28 19:00:00+00:00,19505,10033,20215,10029,19498,20208
2022-07-28 20:00:00+00:00,19294,10009,20190,10002,19283,20177
2022-07-28 21:00:00+00:00,19134,9927,19895,9916,19116,19874
2022-07-28 22:00:00+00:00,19090,9859,19971,9846,19068,19946
2022-07-28 23:00:00+00:00,18917,9794,19757,9778,18891,19727
2022-07-29 00:00:00+00:00,19028,9742,19764,9725,18999,19731
2022-07-29 01:00:00+00:00,19168,9802,19886,9784,19137,19851
2022-07-29 02:00:00+00:00,19097,9729,19872,9712,19069,19840
2022-07-29 03:00:00+00:00,18991,9811,19860,9798,18970,19836
2022-07-29 04:00:00+00:00,19286,9995,20145,9984,19269,20125
2022-07-29 05:00:00+00:00,19124,10104,20185,10098,19114,20173
2022-07-29 06:00:00+00:00,18978,9753,19886,9748,18971,19878
2022-07-29 07:00:00+00:00,18829,9750,19594,9744,18820,19584
2022-07-29 08:00:00+00:00,19226,9818,20075,9812,19217,20064
2022-07-29 09:00:00+00:00,19201,9779,19698,9774,19193,19689
2022-07-29 10:00:00+00:00,19177,9855,20025,9848,19165,20011
2022-07-29 11:00:00+00:00,19239,10007,20070,9998,19224,20052
2022-07-29 12:00:00+00:00,19384,10095,20359,10086,19369,20342
2022-07-29 13:00:00+00:00,19146,9896,19895,9889,19135,19882
2022-07-29 14:00:00+00:00,19307,9979,20133,9974,19299,20123
2022-07-29 15:00:00+00:00,19425,10107,19903,10103,19419,19896
2022-07-29 16:00:00+00:00,19252,10040,20099,10039,19251,20097
2022-07-29 17:00:00+00:00,18984,9698,19641,9695,18980,19636
2022-07-29 18:00:00+00:00,19106,9779,19807,9773,19097,19796
2022-07-29 19:00:00+00:00,19247,9941,19962,9934,19236,19949
2022-07-29 20:00:00+00:00,19022,9865,19725,9855,19006,19707
2022-07-29 21:00:00+00:00,19145,9828,19885,9818,19128,19865
2022-07-29 22:00:00+00:00,19190,10051,20091,10037,19168,20066
2022-07-29 23:00:00+00:00,19181,10001,20060,9986,19156,20031
2022-07-30 00:00:00+00:00,18974,9750,19716,9735,18948,19687
2022-07-30 01:00:00+00:00,19084,9883,19954,9867,19058,19924
2022-07-30 02:00:00+00:00,19209,9804,19856,9791,19187,19831
2022-07-30 03:00:00+00:00,19100,9808,19865,9797,19082,19844
2022-07-30 04:00:00+00:00,19231,9835,19901,9828,19220,19888
2022-07-30 05:00:00+00:00,19168,9834,19986,9831,19164,19981
2022-07-30 06:00:00+00:00,19178,9794,19828,9791,19174,19823
2022-07-30 07:00:00+00:00,19065,9857,19977,9857,19066,19978
2022-07-30 08:00:00+00:00,19169,9860,19876,9858,19166,19872
2022-07-30 09:00:00+00:00,18979,9817,19878,9812,18971,19869
2022-07-30 10:00:00+00:00,19301,9994,19840,9989,19293,19831
2022-07-30 11:00:00+00:00,19096,9878,19872,9874,19090,19865
2022-07-30 12:00:00+00:00,19276,9995,20034,9993,19273,20030
2022-07-30 13:00:00+00:00,19230,9938,20136,9935,19225,20130
2022-07-30 14:00:00+00:00,19394,10133,20123,10134,19397,20126
2022-07-30 15:00:00+00:00,19075,9938,19915,9940,19079,19920
2022-07-30 16:00:00+00:00,19021,9813,19848,9819,19031,19860
2022-07-30 17:00:00+00:00,19124,9777,19826,9783,19135,19839
2022-07-30 18:00:00+00:00,19153,9919,19871,9926,19164,19884
2022-07-30 19:00:00+00:00,19141,9893,19887,9896,19146,19893
2022-07-30 20:00:00+00:00,19072,9862,19789,9862,19072,19789
2022-07-30 21:00:00+00:00,19349,9949,20004,9946,19345,19999
2022-07-30 22:00:00+00:00,19200,9861,19980,9856,19192,19970
2022-07-30 23:00:00+00:00,19212,10034,20033,10026,19200,20019
2022-07-31 00:00:00+00:00,19186,9834,20048,9827,19174,20034
2022-07-31 01:00:00+00:00,18907,9871,19904,9865,18897,19892
2022-07-31 02:00:00+00:00,19101,9764,19827,9759,19094,19819
2022-07-31 03:00:00+00:00,18877,9808,19955,9804,18871,19948
2022-07-31 04:00:00+00:00,18975,9835,19876,9835,18976,19877
2022-07-31 05:00:00+00:00,19064,9931,19834,9939,19078,19850
2022-07-31 06:00:00+00:00,18924,9773,19647,9784,18942,19668
2022-07-31 07:00:00+00:00,18865,9755,19739,9766,18884,19761
2022-07-31 08:00:00+00:00,19306,9931,20148,9939,19320,20164
2022-07-31 09:00:00+00:00,19147,9881,20010,9888,19159,20024
2022-07-31 10:00:00+00:00,19177,9980,19914,9987,19188,19927
2022-07-31 11:00:00+00:00,19274,9898,19912,9906,19289,19928
2022-07-31 12:00:00+00:00,19170,9878,19816,9886,19183,19831
2022-07-31 13:00:00+00:00,19137,9791,19717,9801,19154,19737
2022-07-31 14:00:00+00:00,19103,9796,20033,9807,19121,20054
2022-07-31 15:00:00+00:00,19216,10027,20170,10040,19237,20195
2022-07-31 16:00:00+00:00,19046,9948,19885,9960,19067,19909
2022-07-31 17:00:00+00:00,19237,9893,19973,9905,19257,19996
2022-07-31 18:00:00+00:00,19244,9904,19914,9918,19267,19941
2022-07-31 19:00:00+00:00,19124,9812,19836,9824,19144,19859
2022-07-31 20:00:00+00:00,19021,9807,19998,9819,19042,20023
2022-07-31 21:00:00+00:00,19141,9858,20054,9865,19152,20067
2022-07-31 22:00:00+00:00,18962,9785,19725,9790,18970,19735
2022-07-31 23:00:00+00:00,18991,9783,19891,9783,18992,19892
2022-08-01 00:00:00+00:00,19186,9786,19937,9790,19193,19946
2022-08-01 01:00:00+00:00,19011,9809,19757,9814,19019,19767
2022-08-01 02:00:00+00:00,19013,9884,19941,9889,19021,19951
2022-08-01 03:00:00+00:00,19009,9877,19829,9886,19025,19848
2022-08-01 04:00:00+00:00,19080,9862,19724,9874,19100,19747
2022-08-01 05:00:00+00:00,18979,9811,19702,9825,19003,19729
2022-08-01 06:00:00+00:00,18853,9782,19882,9799,18883,19917
2022-08-01 07:00:00+00:00,18903,9873,19934,9891,18933,19969
2022-08-01 08:00:00+00:00,19189,9842,19714,9860,19220,19749
2022-08-01 09:00:00+00:00,19244,9996,19876,10013,19272,19908
2022-08-01 10:00:00+00:00,19338,9989,19957,10005,19365,19987
2022-08-01 11:00:00+00:00,19048,9857,19850,9868,19067,19872
2022-08-01 12:00:00+00:00,18967,9835,19938,9846,18985,19959
2022-08-01 13:00:00+00:00,19356,10061,20051,10071,19374,20071
2022-08-01 14:00:00+00:00,19099,9835,19656,9848,19121,19681
2022-08-01 15:00:00+00:00,18986,9893,19786,9907,19010,19814
2022-08-01 16:00:00+00:00,19084,9878,20098,9893,19109,20127
2022-08-01 17:00:00+00:00,19194,10057,19966,10073,19220,19996
2022-08-01 18:00:00+00:00,19077,9767,19971,9783,19105,20003
2022-08-01 19:00:00+00:00,19406,10037,20134,10051,19430,20161
2022-08-01 20:00:00+00:00,19288,9898,20124,9906,19303,20141
2022-08-01 21:00:00+00:00,19106,9853,19789,9861,19120,19805
2022-08-01 22:00:00+00:00,19208,9842,20203,9849,19220,20217
2022-08-01 23:00:00+00:00,19194,10010,19997,10015,19202,20007
2022-08-02 00:00:00+00:00,18970,9793,19906,9797,18976,19913
2022-08-02 01:00:00+00:00,19137,9807,19811,9811,19144,19820
2022-08-02 02:00:00+00:00,19177,9938,19883,9944,19187,19895
2022-08-02 03:00:00+00:00,18850,9720,19644,9726,18861,19657
2022-08-02 04:00:00+00:00,18860,9703,19825,9712,18875,19843
2022-08-02 05:00:00+00:00,18917,9828,19802,9842,18941,19830
2022-08-02 06:00:00+00:00,19014,9846,20087,9862,19042,20120
2022-08-02 07:00:00+00:00,18922,9607,19650,9622,18949,19681
2022-08-02 08:00:00+00:00,19116,9886,20125,9901,19142,20155
2022-08-02 09:00:00+00:00,19232,9957,19958,9972,19258,19988
2022-08-02 10:00:00+00:00,19190,9880,19990,9894,19214,20018
2022-08-02 11:00:00+00:00,18930,9756,19650,9770,18954,19677
2022-08-02 12:00:00+00:00,18840,9788,20004,9802,18864,20032
2022-08-02 13:00:00+00:00,19166,9955,20003,9970,19191,20032
2022-08-02 14:00:00+00:00,19098,9822,19912,9838,19125,19943
2022-08-02 15:00:00+00:00,19125,9916,19964,9934,19155,19999
2022-08-02 16:00:00+00:00,19037,9861,19954,9879,19067,19989
2022-08-02 17:00:00+00:00,18821,9666,19808,9682,18849,19840
2022-08-02 18:00:00+00:00,19088,9637,19782,9653,19116,19814
2022-08-02 19:00:00+00:00,19145,9604,19626,9619,19172,19657
2022-08-02 20:00:00+00:00,19122,9914,20001,9928,19146,20029
2022-08-02 21:00:00+00:00,19112,9936,20130,9948,19132,20154
2022-08-02 22:00:00+00:00,19117,10121,19925,10130,19131,19942
2022-08-02 23:00:00+00:00,19311,9849,19970,9854,19321,19981
2022-08-03 00:00:00+00:00,19001,9827,19857,9832,19009,19867
2022-08-03 01:00:00+00:00,19356,10005,20015,10010,19365,20025
2022-08-03 02:00:00+00:00,19064,9907,19900,9910,19069,19906
2022-08-03 03:00:00+00:00,19264,9848,19812,9852,19272,19821
2022-08-03 04:00:00+00:00,19188,10016,19995,10024,19201,20010
2022-08-03 05:00:00+00:00,19046,9701,19659,9710,19062,19678
2022-08-03 06:00:00+00:00,19004,9830,19878,9840,19021,19898
2022-08-03 07:00:00+00:00,18951,9813,19848,9822,18967,19867
2022-08-03 08:00:00+00:00,19124,9906,19910,9913,19135,19923
2022-08-03 09:00:00+00:00,19239,9923,19978,9929,19250,19990
2022-08-03 10:00:00+00:00,19114,9899,19941,9903,19121,19950
2022-08-03 11:00:00+00:00,18869,9733,19977,9736,18874,19983
2022-08-03 12:00:00+00:00,19548,10092,20210,10093,19551,20213
2022-08-03 13:00:00+00:00,19312,9971,19996,9972,19314,19998
2022-08-03 14:00:00+00:00,19425,10207,20494,10210,19430,20499
2022-08-03 15:00:00+00:00,19127,9946,20047,9952,19137,20059
2022-08-03 16:00:00+00:00,19306,9989,20028,9994,19316,20039
2022-08-03 17:00:00+00:00,19303,9902,20092,9905,19309,20098
2022-08-03 18:00:00+00:00,19381,10067,20233,10067,19382,20234
2022-08-03 19:00:00+00:00,19254,10122,20252,10120,19251,20248
2022-08-03 20:00:00+00:00,19131,9858,20116,9854,19125,20109
2022-08-03 21:00:00+00:00,19231,9889,20041,9881,19218,20026
2022-08-03 22:00:00+00:00,19489,10095,20213,10086,19473,20195
2022-08-03 23:00:00+00:00,19466,10051,20194,10041,19449,20175
2022-08-04 00:00:00+00:00,19217,9928,19930,9916,19198,19908
2022-08-04 01:00:00+00:00,19156,9927,20095,9914,19135,20071
2022-08-04 02:00:00+00:00,19328,9875,19957,9863,19308,19934
2022-08-04 03:00:00+00:00,19221,9879,19878,9868,19203,19857
2022-08-04 04:00:00+00:00,19084,9851,19987,9844,19073,19974
2022-08-04 05:00:00+00:00,19209,9920,19845,9917,19205,19840
2022-08-04 06:00:00+00:00,19484,10199,20234,10196,19479,20228
2022-08-04 07:00:00+00:00,19101,9819,19783,9816,19096,19777
2022-08-04 08:00:00+00:00,19235,9867,20027,9864,19231,20022
2022-08-04 09:00:00+00:00,19574,10111,20236,10108,19568,20230
2022-08-04 10:00:00+00:00,19097,9901,19983,9895,19087,19971
2022-08-04 11:00:00+00:00,19176,9828,19938,9820,19163,19923
2022-08-04 12:00:00+00:00,19057,9851,20122,9843,19044,20107
2022-08-04 13:00:00+00:00,19226,9811,20169,9806,19218,20159
2022-08-04 14:00:00+00:00,19220,9886,19978,9884,19218,19975
2022-08-04 15:00:00+00:00,19375,9992,20415,9993,19377,20417
2022-08-04 16:00:00+00:00,19217,9867,19954,9866,19216,19952
2022-08-04 17:00:00+00:00,19272,9880,19961,9878,19270,19958
2022-08-04 18:00:00+00:00,19731,10260,20448,10258,19729,20445
2022-08-04 19:00:00+00:00,19406,10012,20067,10012,19406,20067
2022-08-04 20:00:00+00:00,19400,10068,20344,10062,19391,20333
2022-08-04 21:00:00+00:00,19244,9973,20036,9969,19238,20029
2022-08-04 22:00:00+00:00,19235,9925,20219,9919,19225,20207
2022-08-04 23:00:00+00:00,19526,10107,20320,10098,19510,20302
2022-08-05 00:00:00+00:00,19435,10039,20342,10028,19417,20322
2022-08-05 01:00:00+00:00,19409,9920,20074,9911,19394,20058
2022-08-05 02:00:00+00:00,19351,9876,20095,9866,19334,20075
2022-08-05 03:00:00+00:00,19229,9961,20128,9953,19216,20113
2022-08-05 04:00:00+00:00,19162,9873,19855,9868,19155,19847
2022-08-05 05:00:00+00:00,19328,10000,20144,9999,19327,20142
2022-08-05 06:00:00+00:00,19272,10066,20117,10065,19271,20115
2022-08-05 07:00:00+00:00,19146,9899,19905,9900,19148,19907
2022-08-05 08:00:00+00:00,19341,9982,20240,9984,19345,20244
2022-08-05 09:00:00+00:00,19381,9931,20114,9932,19383,20116
2022-08-05 10:00:00+00:00,19233,9820,19775,9819,19232,19773
2022-08-05 11:00:00+00:00,19427,9953,20072,9951,19424,20068
2022-08-05 12:00:00+00:00,19303,9885,20061,9883,19300,20057
2022-08-05 13:00:00+00:00,19478,10074,20142,10073,19477,20140
2022-08-05 14:00:00+00:00,19204,9910,20041,9912,19209,20046
2022-08-05 15:00:00+00:00,19471,10012,20452,10020,19485,20468
2022-08-05 16:00:00+00:00,19583,10185,20431,10194,19599,20449
2022-08-05 17:00:00+00:00,19405,10092,20148,10098,19416,20160
2022-08-05 18:00:00+00:00,19408,10002,20314,10008,19419,20326
2022-08-05 19:00:00+00:00,19549,10025,20079,10028,19555,20085
2022-08-05 20:00:00+00:00,19452,9981,20239,9983,19456,20243
2022-08-05 21:00:00+00:00,19653,10072,20266,10073,19656,20269
2022-08-05 22:00:00+00:00,19414,10013,20219,10011,19411,20215
2022-08-05 23:00:00+00:00,19329,10001,20263,9996,19322,20255
2022-08-06 00:00:00+00:00,19272,9973,20215,9966,19261,20202
2022-08-06 01:00:00+00:00,19550,10144,20332,10136,19536,20317
2022-08-06 02:00:00+00:00,19177,9975,20338,9964,19160,20318
2022-08-06 03:00:00+00:00,19312,9871,20126,9863,19299,20111
2022-08-06 04:00:00+00:00,19414,10172,20569,10166,19405,20558
2022-08-06 05:00:00+00:00,19249,9987,20103,9985,19246,20099
2022-08-06 06:00:00+00:00,19204,9992,20146,9991,19203,20144
2022-08-06 07:00:00+00:00,19236,9839,20062,9839,19236,20062
2022-08-06 08:00:00+00:00,19479,10023,20257,10022,19478,20255
2022-08-06 09:00:00+00:00,19401,9876,19992,9874,19399,19989
2022-08-06 10:00:00+00:00,19389,10122,20382,10119,19384,20376
2022-08-06 11:00:00+00:00,19470,10103,20331,10098,19461,20321
2022-08-06 12:00:00+00:00,19334,9846,20119,9839,19323,20106
2022-08-06 13:00:00+00:00,19505,10128,20241,10125,19501,20236
2022-08-06 14:00:00+00:00,19654,10047,20232,10047,19654,20232
2022-08-06 15:00:00+00:00,19731,10221,20290,10222,19734,20293
2022-08-06 16:00:00+00:00,19333,9882,20181,9884,19338,20186
2022-08-06 17:00:00+00:00,19225,9936,20175,9938,19230,20180
2022-08-06 18:00:00+00:00,19349,9944,20276,9946,19353,20280
2022-08-06 19:00:00+00:00,19585,10153,20499,10150,19579,20493
2022-08-06 20:00:00+00:00,19414,9949,20211,9944,19407,20203
2022-08-06 21:00:00+00:00,19593,10088,20293,10080,19580,20279
2022-08-06 22:00:00+00:00,19345,10011,20222,10000,19327,20201
2022-08-06 23:00:00+00:00,19157,9807,19982,9795,19137,19959
2022-08-07 00:00:00+00:00,19466,10143,20451,10126,19437,20418
2022-08-07 01:00:00+00:00,19224,9977,20096,9958,19192,20059
2022-08-07 02:00:00+00:00,19503,10181,20410,10161,19470,20373
2022-08-07 03:00:00+00:00,19335,10065,20348,10049,19309,20318
2022-08-07 04:00:00+00:00,19448,10002,20229,9989,19425,20203
2022-08-07 05:00:00+00:00,19255,9984,19993,9973,19238,19973
2022-08-07 06:00:00+00:00,19438,10052,20164,10041,19420,20144
2022-08-07 07:00:00+00:00,19335,9973,20153,9962,19318,20133
2022-08-07 08:00:00+00:00,19513,10088,20163,10080,19499,20148
2022-08-07 09:00:00+00:00,19290,9985,20209,9978,19279,20196
2022-08-07 10:00:00+00:00,19410,10080,20333,10071,19395,20316
2022-08-07 11:00:00+00:00,19561,9984,20110,9974,19544,20091
2022-08-07 12:00:00+00:00,19501,10026,20209,10015,19482,20188
2022-08-07 13:00:00+00:00,19741,10181,20308,10170,19723,20288
2022-08-07 14:00:00+00:00,19268,9890,20082,9884,19259,20071
2022-08-07 15:00:00+00:00,19425,10055,20354,10050,19417,20344
2022-08-07 16:00:00+00:00,19486,10032,20199,10026,19476,20188
2022-08-07 17:00:00+00:00,19132,9865,20053,9863,19130,20050
2022-08-07 18:00:00+00:00,19338,9947,20080,9941,19329,20069
2022-08-07 19:00:00+00:00,19579,10117,20149,10109,19565,20134
2022-08-07 20:00:00+00:00,19406,10061,20277,10052,19390,20259
2022-08-07 21:00:00+00:00,19281,10069,20098,10060,19266,20080
2022-08-07 22:00:00+00:00,19503,10096,20281,10087,19487,20263
2022-08-07 23:00:00+00:00,19227,9860,20017,9849,19209,19996
2022-08-08 00:00:00+00:00,19100,9841,20072,9829,19081,20050
2022-08-08 01:00:00+00:00,19252,9934,19952,9922,19232,19929
2022-08-08 02:00:00+00:00,19085,9995,20043,9983,19066,20021
2022-08-08 03:00:00+00:00,19512,9971,19858,9961,19495,19840
2022-08-08 04:00:00+00:00,19071,9792,19746,9785,19059,19732
2022-08-08 05:00:00+00:00,18990,9940,19942,9935,18983,19934
2022-08-08 06:00:00+00:00,18880,9861,19801,9859,18877,19797
2022-08-08 07:00:00+00:00,19208,9975,20002,9973,19206,19999
2022-08-08 08:00:00+00:00,19141,9974,20029,9970,19135,20022
2022-08-08 09:00:00+00:00,19455,10042,20121,10036,19444,20109
2022-08-08 10:00:00+00:00,19251,9827,19825,9820,19240,19812
2022-08-08 11:00:00+00:00,19296,9807,19786,9800,19284,19772
2022-08-08 12:00:00+00:00,19240,9915,19865,9909,19231,19854
2022-08-08 13:00:00+00:00,19207,9824,20032,9822,19204,20028
2022-08-08 14:00:00+00:00,19273,9901,19959,9901,19274,19960
2022-08-08 15:00:00+00:00,19277,9962,19861,9964,19281,19865
2022-08-08 16:00:00+00:00,19269,9962,19916,9965,19275,19922
2022-08-08 17:00:00+00:00,18974,9726,19768,9729,18979,19774
2022-08-08 18:00:00+00:00,19248,9882,19991,9886,19255,19998
2022-08-08 19:00:00+00:00,19143,9877,19971,9878,19145,19973
2022-08-08 20:00:00+00:00,19418,9920,19819,9918,19416,19816
2022-08-08 21:00:00+00:00,19352,9934,19918,9928,19343,19907
2022-08-08 22:00:00+00:00,19236,9990,19871,9981,19222,19855
2022-08-08 23:00:00+00:00,19203,9944,19978,9933,19185,19957
2022-08-09 00:00:00+00:00,19375,9947,20059,9934,19353,20035
2022-08-09 01:00:00+00:00,19248,9977,19849,9964,19227,19825
2022-08-09 02:00:00+00:00,19403,10048,20095,10033,19378,20067
2022-08-09 03:00:00+00:00,19200,9686,19713,9677,19185,19696
2022-08-09 04:00:00+00:00,19181,9923,19929,9919,19175,19922
2022-08-09 05:00:00+00:00,19073,9953,20074,9953,19073,20074
2022-08-09 06:00:00+00:00,19551,10157,20288,10155,19549,20285
2022-08-09 07:00:00+00:00,18860,9784,19652,9783,18859,19650
2022-08-09 08:00:00+00:00,19127,9871,20099,9869,19124,20095
2022-08-09 09:00:00+00:00,19164,9812,19914,9806,19155,19903
2022-08-09 10:00:00+00:00,19224,9889,19770,9883,19214,19758
2022-08-09 11:00:00+00:00,19245,9993,20167,9986,19234,20154
2022-08-09 12:00:00+00:00,19127,9838,19958,9831,19116,19945
2022-08-09 13:00:00+00:00,19087,9752,19690,9747,19079,19681
2022-08-09 14:00:00+00:00,19202,9872,20046,9869,19198,20041
2022-08-09 15:00:00+00:00,19294,9982,20011,9982,19295,20012
2022-08-09 16:00:00+00:00,19255,9960,20153,9961,19257,20155
2022-08-09 17:00:00+00:00,19251,9971,20070,9972,19253,20072
2022-08-09 18:00:00+00:00,18983,9745,19779,9746,18985,19781
2022-08-09 19:00:00+00:00,19185,10020,20033,10021,19187,20035
2022-08-09 20:00:00+00:00,19007,9880,19998,9878,19004,19994
2022-08-09 21:00:00+00:00,19337,10013,20062,10008,19329,20052
2022-08-09 22:00:00+00:00,18980,9774,19869,9766,18967,19854
2022-08-09 23:00:00+00:00,19094,9874,19863,9864,19078,19845
2022-08-10 00:00:00+00:00,18807,9744,19635,9733,18789,19615
2022-08-10 01:00:00+00:00,18964,9836,19947,9825,18946,19926
2022-08-10 02:00:00+00:00,19105,9736,19637,9726,19088,19618
2022-08-10 03:00:00+00:00,18966,9793,19727,9787,18956,19715
2022-08-10 04:00:00+00:00,19050,9919,19815,9916,19046,19810
2022-08-10 05:00:00+00:00,18889,9781,19640,9784,18894,19646
2022-08-10 06:00:00+00:00,19148,9902,19793,9909,19159,19806
2022-08-10 07:00:00+00:00,19124,9877,19902,9883,19134,19914
2022-08-10 08:00:00+00:00,19147,9872,19849,9877,19156,19860
2022-08-10 09:00:00+00:00,19165,9893,20004,9899,19175,20016
2022-08-10 10:00:00+00:00,18867,9743,19819,9748,18875,19829
2022-08-10 11:00:00+00:00,18931,9782,19899,9787,18939,19909
2022-08-10 12:00:00+00:00,19043,9861,19872,9865,19049,19879
2022-08-10 13:00:00+00:00,19124,9939,19793,9944,19133,19804
2022-08-10 14:00:00+00:00,19268,9985,19925,9995,19285,19944
2022-08-10 15:00:00+00:00,19002,9848,19934,9860,19023,19958
2022-08-10 16:00:00+00:00,19023,9705,19559,9717,19044,19583
2022-08-10 17:00:00+00:00,18945,9643,19408,9656,18967,19433
2022-08-10 18:00:00+00:00,19103,9866,19577,9879,19125,19602
2022-08-10 19:00:00+00:00,18969,9685,19689,9697,18989,19712
2022-08-10 20:00:00+00:00,18859,9606,19820,9617,18879,19843
2022-08-10 21:00:00+00:00,18966,9904,19930,9914,18983,19950
2022-08-10 22:00:00+00:00,18887,9644,19625,9652,18900,19640
2022-08-10 23:00:00+00:00,18933,9743,19677,9748,18941,19687
2022-08-11 00:00:00+00:00,19048,9836,19733,9840,19054,19740
2022-08-11 01:00:00+00:00,18808,9832,19851,9836,18814,19858
2022-08-11 02:00:00+00:00,19043,9792,19751,9796,19049,19758
2022-08-11 03:00:00+00:00,18953,9699,19747,9707,18967,19763
2022-08-11 04:00:00+00:00,18905,9799,19975,9808,18920,19993
2022-08-11 05:00:00+00:00,18987,9817,19837,9828,19005,19858
2022-08-11 06:00:00+00:00,19119,9782,19622,9795,19141,19647
2022-08-11 07:00:00+00:00,19229,9867,19843,9881,19252,19870
2022-08-11 08:00:00+00:00,19155,9834,19878,9846,19175,19901
2022-08-11 09:00:00+00:00,19089,9908,19878,9919,19108,19900
2022-08-11 10:00:00+00:00,19074,9803,19836,9811,19088,19852
2022-08-11 11:00:00+00:00,18776,9533,19715,9540,18788,19729
2022-08-11 12:00:00+00:00,19280,9814,19979,9823,19297,19998
2022-08-11 13:00:00+00:00,19242,9990,20109,10000,19259,20129
2022-08-11 14:00:00+00:00,19310,9839,19932,9851,19331,19955
2022-08-11 15:00:00+00:00,19496,10079,20326,10092,19518,20351
2022-08-11 16:00:00+00:00,19157,9822,19852,9835,19179,19877
2022-08-11 17:00:00+00:00,19158,9946,20020,9957,19176,20041
2022-08-11 18:00:00+00:00,18815,9561,19461,9570,18830,19478
2022-08-11 19:00:00+00:00,18914,9723,19903,9732,18930,19922
2022-08-11 20:00:00+00:00,18966,9754,19777,9761,18978,19791
2022-08-11 21:00:00+00:00,19127,9916,19986,9922,19137,19998
2022-08-11 22:00:00+00:00,18922,9730,19743,9734,18928,19750
2022-08-11 23:00:00+00:00,19068,9791,19938,9791,19069,19939
2022-08-12 00:00:00+00:00,18765,9644,19515,9641,18760,19509
2022-08-12 01:00:00+00:00,18982,9839,19829,9834,18975,19821
2022-08-12 02:00:00+00:00,19101,9857,19855,9852,19093,19846
2022-08-12 03:00:00+00:00,18857,9709,19605,9709,18857,19605
2022-08-12 04:00:00+00:00,18982,9828,19854,9829,18984,19857
2022-08-12 05:00:00+00:00,18948,9694,19506,9699,18956,19516
2022-08-12 06:00:00+00:00,19038,9861,19768,9865,19044,19775
2022-08-12 07:00:00+00:00,19224,9837,19876,9841,19232,19885
2022-08-12 08:00:00+00:00,18867,9748,19841,9750,18870,19845
2022-08-12 09:00:00+00:00,19229,9950,19971,9950,19230,19972
2022-08-12 10:00:00+00:00,19630,10114,20036,10114,19630,20036
2022-08-12 11:00:00+00:00,19092,9882,19996,9880,19090,19993
2022-08-12 12:00:00+00:00,19150,9894,20051,9892,19147,20047
2022-08-12 13:00:00+00:00,19053,9745,19852,9744,19052,19850
2022-08-12 14:00:00+00:00,19102,9847,19996,9849,19106,20000
2022-08-12 15:00:00+00:00,19305,10045,19910,10048,19310,19915
2022-08-12 16:00:00+00:00,19192,9943,19728,9947,19200,19737
